"CreatedById","CreatedDate","Id","IsDeleted","LastModifiedById","LastModifiedDate","LastReferencedDate","LastViewedDate","Name","OwnerId","SystemModstamp","reismobj__APIItemGroup__c","reismobj__APIItem__c","reismobj__AccountDetailField__c","reismobj__AccountField__c","reismobj__CatalogItemDetailField__c","reismobj__CatalogItemField__c","reismobj__ContactField__c","reismobj__DistributionPriceField__c","reismobj__FixedValue__c","reismobj__OrderDetailField__c","reismobj__OrderField__c","reismobj__OrderItemDetailField__c","reismobj__OrderItemField__c","reismobj__TargetEC__c"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTj0YAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_payment_access_pass","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","payment_access_pass","","","","","","","","","ecf_payment_access_pass__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTj1YAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_payment_number","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","payment_number","","","","","","","","","ecf_payment_number__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTj2YAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_wrapping","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","wrapping","","","","","","","","","ecf_wrapping__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTj3YAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_remark","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","remark","","","","","","","","","ecf_remark__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTj4YAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_store","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","store","","","","","","","","","ecf_store__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTj5YAH","false","005d5000004TiwDAAS","2026-03-14T14:06:54.000Z","","","Order_state","005d5000004TiwDAAS","2026-03-14T14:06:54.000Z","Order","state","","","","","","","","","ecf_order_state__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTj6YAH","false","005d5000004TiwDAAS","2026-03-16T14:33:31.000Z","","","Order_human_state","005d5000004TiwDAAS","2026-03-16T14:33:31.000Z","Order","human_state","","ecf_order_human_state__c","","","","","","","ecf_order_human_state__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTj7YAH","false","005d5000004TiwDAAS","2026-03-14T14:06:54.000Z","","","Order_payment_state","005d5000004TiwDAAS","2026-03-14T14:06:54.000Z","Order","payment_state","","","","","","","","","ecf_payment_state__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTj8YAH","false","005d5000004TiwDAAS","2026-03-16T14:38:32.000Z","","","Order_payment_human_state","005d5000004TiwDAAS","2026-03-16T14:38:32.000Z","Order","payment_human_state","","ecf_payment_human_state__c","","","","","","","ecf_payment_human_state__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTj9YAH","false","005d5000004TiwDAAS","2026-03-16T05:07:38.000Z","","","Order_email","005d5000004TiwDAAS","2026-03-16T05:07:38.000Z","Order","email","","ecf_email__c","","","","","","","ecf_email__c","","","ecforce"
